173	accus	TARGET accus of_ arrested in_ SOURCE	;ab 31 dec 2005
111	accus	accus TARGET seeking return	;ss 26 jun 2007
112	accus	accus support terror	;jon 5/5/95
1125	accus	accus of_spying_in_ SOURCE	
1125	accus	accus of_ spying for_	;ns 22 jan 2002
1122	accus	accus TARGET of_ right abuse	;ab 10 nov 2005
112	accus	TARGET in_ ENTITYSKIP drawing accus in_ SOURCE	;tb 08 sep 2006
1124	accus	accus TARGET of_ war_crimes	;mdc 28 jan 2007
###	accus	trial of_ TARGET accus_of_	;jap 25 jun 2003
1124	accus	TARGET accus of_terrorism	;oy 25 jul 2003
1121	accus	TARGET accus of_ smuggl to_ SOURCE	;ab 31 dec 2005
112	accus	has_been_accus of_	;ab 31 dec 2005
1124	accus	accus TARGET of_ war_crime	;sls 08 dec 2007
1121	accus	accus TARGET funnel dollar	;sls 27 mar 2008
1124	accus	accus TARGET of_ massacre	;oy 11 mar 2006
1123	accus	accus TARGET of_ violence	;lrp 26 aug 2005
1124	accus	accus of terrorism	;mdc 01 dec 2007
1125	accus	TARGET accus of_ being spy	;sls 16 mar 2008
1123	accus	accus aggression	;oy 05 mar 2006
1123	accus	accus TARGET of_killing	;oy 05 mar 2006
1124	accus	accus atrocities	;ab 02 dec 2005
1124	accus	accus massacring	;ab 02 dec 2005
1124	accus	accus TARGET of_ genocid	;lrp 30 aug 2005
1122	accus	TARGET accus of_ SOURCE torture	;sms 17 dec 2007
112	accus	commission accus	;sls 02 apr 2008
112:112	accus	BOTHST accus each other	;hux 2/19/96
173	accus	TARGET accus went trial	;oy 25 jul 2003
1123	accus	accus TARGET of_ attack	;oy 05 mar 2006
1121	accus	accus TARGET smuggling	;ab 02 dec 2005
1123	accus	accus attacking	;oy 05 mar 2006
1123	accus	accus of_ attack	;oy 05 mar 2006
1123	accus	accus TARGET of_ murder	;mj 30 dec 2005
112	accus	accus TARGET insulting	;sls 15 sep 2007
173	accus	accus TARGET defendant	;sls 14 nov 2007
1124	accus	accus TARGET war_crime	;sls 08 dec 2007
1122	accus	accus TARGET of tortur	;sls 12 jul 2007
112	accus	TARGET { has | have } been accus SOURCE	
112	accus	accus prisoner	; pas 98.3.2
112	accus	accus TARGET of_being	;maribel 2/26/98
1121	accus	accus TARGET of_ mafia	;oy 11 mar 2006
112	accus	accus TARGET of_ kill	;sls 02 mar 2008
112	accus	TARGET accus by_ SOURCE of_	;oy 25 jul 2003
112	accus	accus TARGET violat	;sms 14 sep 2007
112	accus	has_accus	;ats 13 dec 2001
112	accus	accus both	;ab 31 dec 2005
112	accus	TARGET accus_of	;ss 11 jul 2007
112	accus	TARGET { was | were } accus of_ SOURCE	
112	accus	TARGET was accus SOURCE	
112	accus	TARGET accus_by SOURCE	;jon 4/24/95
112	accus	TARGET is_accus SOURCE	;rlm 01 mar 2002
112	accus	accus TARGET of_	;maribel 2/25/98
015	acknowledge	acknowledge	
160	acknowledge	acknowledge chill in_ relations with	;sls 27 mar 2008
1212	acknowledge	ENTITYSKIP acknowledge SOURCE refusal to_ allow TARGET troop	;oy 18 mar 2006
051	acknowledge	acknowledge TARGET strategic_role	;oy 15 jul 2007
013	acknowledge	acknowledge release of_	;lrp 02 sep 2006
---	acknowledge	widely_acknowledge	;oy 21 jul 2003
012	acknowledge	acknowledge crisis	;oy 21 jul 2003
051	acknowledge	acknowledge TARGET forces	;sls 20 aug 2007
081	acquit	acquit	
081	acquit	jury acquit	;sls 15 sep 2007
---	act_	act_	
045	act_	act_ as_ mediator in talk with	;ab 31 dec 2005
045	act_	act_ as intermediary	;ab 31 dec 2005
020	act_	said should act_ now	
010	act_	said act_ against	;ab 02 dec 2005
---	activate	activate	;jap 5/10/01
073	activate	activate evacuation	;oy 15 jul 2007
---	add	add	;oy 14 mar 2006
1722	add	TARGET add to_ parties banned by SOURCE	;oy 14 mar 2006
010	address	address	; pas 12/12/95
036	address	scheduled to_address	;jap 25 jun 2003
---	address	did_not address	;ab 31 dec 2005
042:043	address	address summit	;jap 25 jun 2003
---	admit	admit	;oy 25 jul 2003
020	admit	TARGET receive request SOURCE admit as_ member	;ab 31 dec 2005
012	admit	admit making little headway	;lrp 29 aug 2005
015	admit	admit secretly financed	;oy 25 jul 2003
183	admit	admit carr out_ TARGET bombings	;sls 21 mar 2008
080	admit	admit threat mistake	;oy 08 mar 2006
1214	admit	admit erased records	;ss 26 jun 2007
190	admit	admit that { it | she | he | they } killed	;bnl 7/31/01
015	admit	admit overestimated	;oy 25 jul 2003
---	admit	admit to_ hospital	;ab 02 dec 2005
012	admit	admit hopes fading	;mj 26 apr 2006
190	admit	admit attacks on_	;sls 21 mar 2008
054	admit	admit TARGET as_ member	;sms 21 dec 2007
012	admit	admit concerns	;oy 21 jul 2003
050	admit	TARGET were admit to_ SOURCE	;tony  3/9/91
061	admit	admit as trade	;ab 31 dec 2005
015	admit	admit plot	;ab 11 nov 2005
010	admit	said TARGET admit	;ab 02 dec 2005
111	admonish	admonish	;jap 4/14/01
---	adopt	adopt	;oy 21 jul 2003
037	adopt	adopt bill_ accelerating_ settlement_ with_	;spk 26 dec 2007
063	adopt	adopt TARGET document creation of_ tribunal	;ms 13 jan 2008
1044	adopt	adopt declaration on_ sovereign	;ab 11 nov 2005
0834	adopt	adopt constitutional amendment	;oy 18 mar 2006
113	adopt	adopt call TARGET abandon plan test bomb	;sms 03 dec 2007
111	adopt	adopt resolution condemning	;bnl 29 apr 2003
014	adopt	on_ verge of_ adopt new stance	
120	adopt	failed to_ adopt resolutions	;ab 08 jul 2003
160	adopt	adopt early election blow to_	;oy 16 mar 2006
111	adopt	adopt resolution censuring	;ab 02 dec 2005
020	adopt	adopt resolution appeal to_	;ab 31 dec 2005
130	adopt	adopt aggressive strategy	;hux 12/13/95
051	adopt	adopt statement endorsing	;jap 29 oct 2002
063	adopt	adopt TARGET project set_up court	;ms 13 jan 2008
111	adopt	adopt resolution blaming	;oy 02 mar 2006
030	adopt	adopt military agreement	;elh 11 apr 2008
110	adopt	did not like things adopt	;ab 08 jul 2003
120	adopt	adopt resolution reject	;oy 25 jul 2003
080	adopt	adopt measure alleviat	;jap 25 jun 2003
112	adopt	adopt resolution blame	;oy 25 jul 2003
032	adopt	will adopt initiative	;jap 25 jun 2003
057	adopt	adopt resolution	
---	adopt	adopt law to_ sue	;lrp 13 jun 2003
160	adopt	adopt remove	;oy 15 mar 2006
---	advanc	advanc	;shan   8/8/93
190	advanc	troops and allies advanc	
020	advanc	advanc plan for_	;jon 2/21/96
190	advanc	advanc across	;jon 2/22/96
190	advanc	advanc into	;jon 2/21/96
020	advise	advise	;oy 08 mar 2006
160	advise	advise against travel to_	;sls 01 oct 2007
110	advise	advise blacklist	;mj 21 dec 2005
130	advise	advise TARGET to_ avoid	;ab 31 dec 2005
---	advocate	advocate	
1384	advocate	have advocate military action	;ab 02 dec 2005
---	affect	affect	;oy 10 jul 2007
110	affect	strike affect relief	;oy 10 jul 2007
051	affirm	affirm	
0312	affirm	affirm purchase missile	;oy 13 mar 2006
050	affirm	affirm commitment to_	;sls 13 mar 2008
---	agree	agree	
0342	agree	agree to_ grant entry visas to_	;elh 30 may 2008
035	agree	agree to_ allow	;spk 18 oct 2007
110	agree	unable agree approach to_take	;spk 01 nov 2007
030	agree	agree need for_	;spk 26 oct 2007
035	agree	agree to_ reform to_	;spk 07 apr 2008
036	agree	BOTHST agree to_ meet in_	;spk 16 apr 2008
0311	agree	BOTHST have agree on_ trade	;ms 19 may 2008
120	agree	BOTHST not_ agree with_	;spk 09 apr 2008
030	agree	agree with_ TARGET to_	;spk 07 apr 2008
0311	agree	agree to_ share surplus power	;elh 08 may 2008
150	agree	agree to_ continue military operation in_	;ms 19 feb 2008
031	agree	agree to_ lift opposition to_ sale to_	;mdc 18 sep 2006
0334	agree	agree to_send soldiers peacekeeping	;oy 21 jul 2003
012	agree	agree to_ resolution voicing concern	;oy 21 jul 2003
0811	agree	agree to_ rescind decision to_ expel	;oy 21 jul 2003
032	agree	agree to_ open diplomatic relation	;lrp 25 jul 2005
163	agree	agree continue sanctions against	;oy 25 jul 2003
046:046	agree	struggle to_ agree on_ ceasefire	;jap 25 jun 2003
0311	agree	agree replace ENTITYSKIP with_ TARGET as_ supplier	;ab 31 dec 2005
0355	agree	agree to_ allow ENTITYSKIP humanitarian to_	;oy 02 mar 2006
120	agree	agree withhold recognition from	;sls 25 mar 2008
060:060	agree	BOTHST agree efforts against terrorism	;sls 02 apr 2008
0355	agree	agree to_ deployment of_ TARGET troops	;mj 23 feb 2007
0331	agree	have agree to_ back debt_relief	;ab 31 dec 2005
0311	agree	agree boost cooperation econom	;ab 31 dec 2005
013	agree	optimistic prospect for_ agree	;ab 31 dec 2005
0351	agree	agree to_ end state of emergency	;oy 16 mar 2006
138	agree	agree on_ military pressure on_	;sls 01 oct 2007
0312	agree	agree allow TARGET troops along border	;sls 16 nov 2007
031:031	agree	BOTHST agree jointly battle terrorism	;sls 20 nov 2007
0356	agree	agree to_call_for_ ceasefire	;tap 21 feb 2007
0356	agree	agree on_ resolution end fight	;tb 24 feb 2007
0312:0312	agree	BOTHST agree to_ strengthen security	;oy 21 jul 2003
032:032	agree	BOTHST agree set up diplomat relation	;ab 31 dec 2005
027	agree	agree would insist ceasefire	;mdc 20 jan 2007
030:030	agree	agree to_ resume cooperation	;ab 02 dec 2005
031	agree	agree uphold peace agreement	;ab 31 dec 2005
0356	agree	agree to_ pull out ENTITYSKIP troops from	;oy 02 mar 2006
0312:0312	agree	BOTHST agree to_ cooperate security	;oy 02 mar 2006
036	agree	could agree to_ negotiations	;oy 16 mar 2006
170	agree	agree clamp_down on_ workers	;sls 02 oct 2007
0356:0356	agree	BOTHST have_agree end hostilities	;tb 26 mar 2007
1246	agree	without agree on_ ceasefire	;jap 25 jun 2003
0311	agree	agree to_ economic cooperat	;ab 11 nov 2005
031:031	agree	BOTHST agree to_set_up government	;ab 31 dec 2005
0311	agree	will press to_ agree loan to_	;ab 31 dec 2005
0311:0311	agree	BOTHST agree to_ cooperat in_ trade	;ab 31 dec 2005
031:031	agree	agree pursue joint strategy	;sls 04 oct 2007
0311	agree	agree to economic cooperat	;ab 25 may 2005
0356	agree	agree to_suspend military	;ab 02 dec 2005
1246:1246	agree	did not agree to_ ceasefire	;jap 20 jan 2003
036	agree	agree to_start talks with_	;oy 25 jul 2003
030	agree	agree need for_ solidarity	;ab 31 dec 2005
0312	agree	agree to_ security measure	;ab 31 dec 2005
0861	agree	TARGET agree to_ accept SOURCE peacekeep	;ab 31 dec 2005
030	agree	agree assemble commission	;ab 31 dec 2005
073	agree	agree to_ accept TARGET evacuated	;oy 10 mar 2006
120	agree	will_not agree to_ demands	;oy 06 oct 2006
031:031	agree	BOTHST agree form joint committee	;sls 26 sep 2007
074	agree	agree send force to_ TARGET defend	;sls 07 oct 2007
074	agree	agree extend peacekeep in_	;sls 26 nov 2007
163	agree	agree impose sanctions on_	;sls 08 dec 2007
0356	agree	agree withdraw artillery	
030	agree	BOTHST agree will be implemented	;jap 25 jun 2003
---	agree	have_just month to_agree	;jap 25 jun 2003
030	agree	agree to_ cooperate with_	;oy 25 jul 2003
030	agree	agree not extend deadline	;ab 11 nov 2005
0331	agree	agree to_ reschedule debt	;ab 11 nov 2005
0356:0356	agree	agree cease_ hostilities	;ab 02 dec 2005
032	agree	agree stick to_ implement	;ab 31 dec 2005
0831	agree	agree to_ early elections	;oy 16 mar 2006
0332	agree	has agree increase TARGET defenc	;sls 13 sep 2007
036:036	agree	BOTHST agree resume negotiation	;sls 20 nov 2007
082	agree	agree end strike over wage	;sls 08 mar 2008
035	agree	agree to_ prevent crisis	;ab 02 dec 2005
0353:0353	agree	BOTHST agree exchange prisoner	
0861	agree	agree allow peacekeeper	;jap 18 nov 2002
100	agree	said would have to_ agree	
0332	agree	agree dispatch military	;oy 21 jul 2003
0331	agree	agree to_ send technical	;oy 21 jul 2003
0313	agree	agree hand_over suspect	;ab 11 nov 2005
0311:0311	agree	BOTHST have agree build highway	;ab 31 dec 2005
037	agree	agree achieve stability	;ab 31 dec 2005
019	agree	agree on_ the importance	;ab 31 dec 2005
036:036	agree	agree to_ meet for_ talks	;ab 31 dec 2005
0831	agree	agree to_ hold_ election	;oy 06 mar 2006
031:031	agree	agree t0_ form coalition	;oy 08 mar 2006
0311:0311	agree	BOTHST agree to_ boost economic	;oy 27 aug 2006
0311	agree	agree to_ extend customs	;oy 02 sep 2006
0334	agree	agree monitor ceasefire	;oy 10 jul 2007
163	agree	agree sanctions against	;sls 26 feb 2008
1213	agree	would not agree TARGET extradit	;sls 18 mar 2008
1246	agree	not agree ceasefire in_	;tb 29 jan 2007
1246	agree	cannot agree ceasefire	;mj 31 jan 2007
0334	agree	agree commit peacekeep	;tb 25 apr 2007
0353	agree	agree allow return home	;ab 02 dec 2005
036:036	agree	BOTHST have agree to_ dialogue	
0332	agree	agree to_ send soldiers	;jap 5/10/01
0332	agree	agree to_ send military	
036	agree	agree to_send minister	;oy 25 jul 2003
039	agree	agree to_send observer	;oy 25 jul 2003
030	agree	agree to_ restore_ties	;ab 02 dec 2005
036:036	agree	agree send_ delegation	;ab 02 dec 2005
037:037	agree	BOTHST agree end_ hostilities	;ab 02 dec 2005
030:030	agree	BOTHST have agree to_ cooperat	;ab 31 dec 2005
0341	agree	BOTHST agree unity government	;ab 31 dec 2005
0356:0356	agree	BOTHST agree to_ withdraw arms	;oy 15 mar 2006
031	agree	agree to_ open crossing	;bk 29 jun 2007
0312:0312	agree	agree boost joint defen	;sls 13 sep 2007
100	agree	agree TARGET compl with demand	;sls 28 sep 2007
031:031	agree	BOTHST agree allow travel card	;sls 02 oct 2007
031:031	agree	BOTHST agree battle terrorism	;sls 20 nov 2007
0331	agree	agree financial aid to_	;sls 26 nov 2007
120	agree	would not agree TARGET request	;sls 18 mar 2008
0356	agree	agree to_ pull_out of_	;mj 21 may 2007
0331	agree	agree to_ give_ dollar	;mj 14 jan 2006
0331	agree	agree provide dollars	;ns 10 jan 2002
031	agree	agree to_ investigate	;bert 11/23/97
031	agree	agree to_ hand over to_	;ab 11 nov 2005
033	agree	agree to_dispatch to_	;ab 31 dec 2005
0331	agree	agree to_ debt_relief	;oy 21 jul 2003
0331	agree	agree to_ give dollars	;ab 02 dec 2005
0356	agree	agree pull out_ troops	;ab 02 dec 2005
030:030	agree	BOTHST agree to_ sign_ accord	;ab 31 dec 2005
0331	agree	agree grant credit to_	;ab 31 dec 2005
0331	agree	agree to_ give dollars	;ab 31 dec 2005
030:030	agree	BOTHST agree work_ together	;mj 08 aug 2006
0332	agree	agree to_send troops	;jap 5/12/01
0356	agree	agree halt attack on_	
080	agree	agree to_ compensate	;ab 02 dec 2005
035	agree	agree to_let_escape	;jw   11/13/91
037	agree	agree to_ TARGET peace_plan	;ab 11 nov 2005
037:037	agree	agree peace_ accord_	;ab 02 dec 2005
030	agree	agree join_ pull out_	;ab 02 dec 2005
050	agree	agree extend mandate	;ab 31 dec 2005
050	agree	agree restore TARGET member	;ab 31 dec 2005
071	agree	agree write_off TARGET debt	;ab 31 dec 2005
071	agree	agree write_off loan	;ab 31 dec 2005
038	agree	BOTHST agree should meet in_ ENTITYSKIP	;ab 31 dec 2005
0334	agree	agree join peacekeep	;ab 31 dec 2005
0831	agree	agree hold elections	;oy 11 mar 2006
036:036	agree	agree to_ hold summit	;ms 11 mar 2008
090:0862	agree	TARGET agree to_ SOURCE inspection	;sls 17 mar 2008
030	agree	agree work together	;oy 25 jul 2003
1384	agree	agree launch strike	;ab 02 dec 2005
1384	agree	agree threat TARGET strike	;ab 02 dec 2005
120	agree	said would not agree	
0333	agree	agree take refugees	;ns 24 jan 2002
036:036	agree	agree to_hold talks	;bnl 19 dec 2001
0356	agree	agree ceasefire in_	
0356	agree	agree to_ ceasefire	
038	agree	agree to_ TARGET mediation	;ns 24 jan 2002
035	agree	agree to_take_back	;maribel 2/28/98
0356	agree	BOTHST agree to_ ceasefire	;ab 11 nov 2005
037	agree	agree to_ peace plan	;ab 11 nov 2005
030:030	agree	BOTHST agree work together	;ab 02 dec 2005
0311	agree	agree form economic	;ab 31 dec 2005
106	agree	said TARGET must agree talk	;ab 31 dec 2005
0356:0356	agree	BOTHST agree to_ cease-fire	;ab 31 dec 2005
037	agree	agree to_ peace talk	;ab 31 dec 2005
0334	agree	agree to_ peacekeep	;ab 31 dec 2005
032	agree	agree support peace	;ab 31 dec 2005
0831	agree	agree to_ stand down	;oy 11 mar 2006
0831	agree	agree to_ elections	;oy 14 mar 2006
080	agree	agree to_ request by	;oy 16 mar 2006
0312:0312	agree	BOTHST agree improve defen	;sls 15 sep 2007
0311:0311	agree	BOTHST agree promote trade	;sls 04 oct 2007
1384	agree	agree order strike	;ab 02 dec 2005
0331	agree	agree convert TARGET debt	;bnl 08 may 2003
036:036	agree	agree to_hold talk	;jap 25 jun 2003
0331	agree	agree offer credit	;oy 21 jul 2003
0356	agree	agree to_ pull_out	;ab 11 nov 2005
030	agree	agree to_ cooperat	;ab 11 nov 2005
030	agree	agree curb looting	;ab 02 dec 2005
036:036	agree	agree to_ meet with	;ab 31 dec 2005
0331	agree	agree { to_ | on_ } dollar grant	;ab 31 dec 2005
0353	agree	agree free hostage	;ab 31 dec 2005
0331	agree	agree { on | to } dollar grant	;ab 31 dec 2005
030:030	agree	BOTHST are close to_ agree	;oy 18 mar 2006
030:030	agree	BOTHST agree restore ties	;sls 19 sep 2007
036	agree	agree talks with_	;mj 21 may 2007
0311	agree	agree reconsid { aid | loan }	;ab 31 dec 2005
036:036	agree	agree start talks	;oy 21 jul 2003
0356	agree	agree pull weapon	
036	agree	agree should meet	
057	agree	initialled agree	;bnl 04 jan 2002
033	agree	agree to_provide	;jap 18 nov 2002
0356	agree	BOTHST agree to_ pull out	;david 12/19/97
036	agree	agree to_ discuss	
120	agree	failed_to_agree	
0331	agree	agree to_ finance	;oy 21 jul 2003
0353	agree	agree to_ release	;oy 21 jul 2003
032	agree	agree to_support	;ab 31 dec 2005
035	agree	agree to_ let_ ply	;ab 16 nov 2005
030	agree	agree to_ propose	;ab 02 dec 2005
039	agree	agree host_ talks	;ab 02 dec 2005
030	agree	agree to_ TARGET request	;ab 31 dec 2005
0312	agree	agree merge troop	;ab 31 dec 2005
037:037	agree	agree to_ reunify	;oy 17 mar 2006
071	agree	agree help financ	;oy 25 sep 2006
031	agree	agree remov waste	;bk 29 jun 2007
030	agree	said would agree	
0356	agree	agree cease-fire	
0356:0356	agree	BOTHST agree ceasefire	
120	agree	abrogated agree	
0356	agree	agree ceasefire	
036	agree	agree negotiate	;shan 3/25/94
0871	agree	BOTHST agree ceasefire	;jap 25 jun 2003
033	agree	agree to_assist	;jap 5/10/01
036:036	agree	agree to_attend	;bnl 15 apr 2003
030	agree	agree to_ reopen	;ab 02 dec 2005
030	agree	agree to_ resume	;ab 02 dec 2005
036:036	agree	agree to_fly to_	;bnl 17 apr 2003
0311	agree	agree open trade	;ab 11 nov 2005
030	agree	agree to_ propos	;ab 16 nov 2005
061	agree	agree open trade	;ab 16 nov 2005
036:036	agree	near_ agree with	;ab 31 dec 2005
031:031	agree	BOTHST agree form joint	;sls 26 sep 2007
0311	agree	agree invest in_	;sls 10 oct 2007
036:036	agree	agree to_visit	;bnl 03 dec 2002
013	agree	close to_ agree	;shan 1/6/94
033	agree	agree to_grant	;oy 25 jul 2003
037:037	agree	agree to_ ENTITYSKIP peace	;ab 02 dec 2005
0356	agree	agree withdraw	;ab 02 dec 2005
---	agree	no_firm_agree	;ab 31 dec 2005
038	agree	agree plan meet	;ab 31 dec 2005
033	agree	agree { aid | provide | assist }	;ems 6/7/00
120	agree	blocked agree	;hux 1/8/98
030:030	agree	agree between BOTHST	;jon 5/4/95
120	agree	without agree	;jon 3/7/95
1312	agree	agree embargo	;ab 11 nov 2005
036	agree	agree to_ meet	
060	agree	BOTHST agree to_ plan	;ab 11 nov 2005
035	agree	agree amnesty	;ab 31 dec 2005
0312	agree	agree produce { tank | weapon | plane }	;ab 31 dec 2005
019	agree	BOTHST agree on_ need	;ab 31 dec 2005
---	agree	need to_ agree	;oy 25 sep 2006
030	agree	agree to_ TARGET deal	;mdc 28 nov 2006
032	agree	agree to_ sign	;ai 05 may 2008
120	agree	unable agree	
037	agree	BOTHST agree end war	;ab 31 dec 2005
0312	agree	agree of_ arm	;ab 31 dec 2005
0311:0311	agree	BOTHST agree buy gas	;oy 11 mar 2006
030:030	agree	BOTHST reach agree	
120	agree	never agree	
0356:0356	agree	BOTHST agree truce	;ab 31 dec 2005
030:030	agree	BOTHST agree unity	;sls 21 mar 2008
036:036	agree	BOTHST agree meet	;shan 8/26/95
030:030	agree	BOTHST have agree	
036	agree	agree meet	;jon 3/10/95
100	agree	must agree	
046:046	agree	near agree	;ab 31 dec 2005
120	agree	not agree	
030:030	agree	BOTHST agree	;oy 21 jul 2003
---	aid_	aid_	;lrp 07 sep 2006
013	aid_	said believed would maintain aid_	
014	aid_	poised to_ make decision on_ aid_	;oy 25 jul 2003
033	aid_	decision to_ unblock aid_ to_	;oy 25 jul 2003
012	aid_	aid_ efforts almost stopped	
033	aid_	united in_ call for_ aid_ to_	;sls 03 oct 2007
1311	aid_	aid_ might be suspended	
---	aid_	agency aid_ refugees	
122	aid_	no_ plans to_ aid_	;rlh 7/10/2001
1313	aid_	weighing aid_ to_	;oy 25 jul 2003
112	aid_	+_diverted aid_	;ss 25 jun 2007
162	aid_	prohibit aid_	;ai 08 oct 2003
070	aid_	TARGET won aid_ from SOURCE	
162	aid_	aid_ suspen	
162	aid_	freez aid_	;hux 12/13/95
---	aim	aim	
037	aim	aim resolving TARGET objection	;spk 09 nov 2007
0311	aim	aim to_ increase trade with_	;spk 24 jan 2008
0343	aim	aim introduce ENTITYSKIP identity into TARGET constitution	;oy 16 mar 2006
194	aim	barrage of_ rockets aim	
---	air_raid	air_raid	;ns 6/18/01
195	air_raid	air_raid continue against	;sls 08 oct 2007
